Course Round Hole,Grn Firmness,Grn Height,Stimp,AM Wind Spd,AM Wind Dir,PM Wind Spd,PM Wind Dir,Green Grass
CC of Jackson - 4 - 2,Medium,0.12,12, CALM,C, 10mph,DW,Bermudagrass
CC of Jackson - 4 - 3,Medium,0.12,12, CALM,C, 10mph,LR,Bermudagrass
CC of Jackson - 4 - 4,Medium,0.12,12, CALM,C, 10mph,RL,Bermudagrass
CC of Jackson - 4 - 5,Medium,0.12,12, CALM,C, 10mph,RL,Bermudagrass
CC of Jackson - 4 - 6,Medium,0.12,12, CALM,C, 10mph,LR,Bermudagrass
CC of Jackson - 4 - 7,Medium,0.12,12, CALM,C, 10mph,RL,Bermudagrass
CC of Jackson - 4 - 8,Medium,0.12,12, CALM,C, 10mph,IW,Bermudagrass
CC of Jackson - 4 - 9,Medium,0.12,12, CALM,C, 10mph,IW,Bermudagrass
CC of Jackson - 4 - 10,Medium,0.12,12, CALM,C, 10mph,DW,Bermudagrass
CC of Jackson - 4 - 11,Medium,0.12,12, CALM,C, 10mph,LR,Bermudagrass
CC of Jackson - 4 - 12,Medium,0.12,12, CALM,C, 10mph,RL,Bermudagrass
CC of Jackson - 4 - 13,Medium,0.12,12, CALM,C, 10mph,LR,Bermudagrass
CC of Jackson - 4 - 14,Medium,0.12,12, CALM,C, 10mph,LR,Bermudagrass
CC of Jackson - 4 - 15,Medium,0.12,12, CALM,C, 10mph,RL,Bermudagrass
CC of Jackson - 4 - 16,Medium,0.12,12, CALM,C, 10mph,RL,Bermudagrass
CC of Jackson - 4 - 17,Medium,0.12,12, CALM,C, 10mph,IW,Bermudagrass
CC of Jackson - 4 - 18,Medium,0.12,12, CALM,C, 10mph,IW,Bermudagrass
Sea Island Resort (Seaside) - 1 - 1,Medium,0.9,12.5,  N 4-8,IW, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 2,Medium,0.9,12.5,  N 4-8,IW, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 3,Medium,0.9,12.5,  N 4-8,IW, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 4,Medium,0.9,12.5,  N 4-8,RL, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 5,Medium,0.9,12.5,  N 4-8,LR, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 6,Medium,0.9,12.5,  N 4-8,DW, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 7,Medium,0.9,12.5,  N 4-8,LR, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 8,Medium,0.9,12.5,  N 4-8,DW, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 9,Medium,0.9,12.5,  N 4-8,DW, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 10,Medium,0.9,12.5,  N 4-8,IW, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 11,Medium,0.9,12.5,  N 4-8,RL, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 12,Medium,0.9,12.5,  N 4-8,LR, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 13,Medium,0.9,12.5,  N 4-8,RL, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 14,Medium,0.9,12.5,  N 4-8,IW, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 15,Medium,0.9,12.5,  N 4-8,LR, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 16,Medium,0.9,12.5,  N 4-8,LR, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 17,Medium,0.9,12.5,  N 4-8,RL, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 1 - 18,Medium,0.9,12.5,  N 4-8,DW, VAR 4-8,SW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 1,Medium,0.9,12.5,  N 10-15,IW, NE 12-18,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 2,Medium,0.9,12.5,  N 10-15,IW, NE 12-18,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 3,Medium,0.9,12.5,  N 10-15,IW, NE 12-18,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 4,Medium,0.9,12.5,  N 10-15,RL, NE 12-18,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 5,Medium,0.9,12.5,  N 10-15,LR, NE 12-18,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 6,Medium,0.9,12.5,  N 10-15,DW, NE 12-18,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 7,Medium,0.9,12.5,  N 10-15,LR, NE 12-18,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 8,Medium,0.9,12.5,  N 10-15,DW, NE 12-18,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 9,Medium,0.9,12.5,  N 10-15,DW, NE 12-18,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 10,Medium,0.9,12.5,  N 10-15,IW, NE 12-18,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 11,Medium,0.9,12.5,  N 10-15,RL, NE 12-18,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 12,Medium,0.9,12.5,  N 10-15,LR, NE 12-18,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 13,Medium,0.9,12.5,  N 10-15,RL, NE 12-18,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 14,Medium,0.9,12.5,  N 10-15,IW, NE 12-18,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 15,Medium,0.9,12.5,  N 10-15,LR, NE 12-18,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 16,Medium,0.9,12.5,  N 10-15,LR, NE 12-18,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 17,Medium,0.9,12.5,  N 10-15,RL, NE 12-18,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 2 - 18,Medium,0.9,12.5,  N 10-15,DW, NE 12-18,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 1,Medium,0.9,12.5,  Calm,C, S 5-10,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 2,Medium,0.9,12.5,  Calm,C, S 5-10,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 3,Medium,0.9,12.5,  Calm,C, S 5-10,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 4,Medium,0.9,12.5,  Calm,C, S 5-10,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 5,Medium,0.9,12.5,  Calm,C, S 5-10,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 6,Medium,0.9,12.5,  Calm,C, S 5-10,IW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 7,Medium,0.9,12.5,  Calm,C, S 5-10,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 8,Medium,0.9,12.5,  Calm,C, S 5-10,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 9,Medium,0.9,12.5,  Calm,C, S 5-10,IW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 10,Medium,0.9,12.5,  Calm,C, S 5-10,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 11,Medium,0.9,12.5,  Calm,C, S 5-10,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 12,Medium,0.9,12.5,  Calm,C, S 5-10,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 13,Medium,0.9,12.5,  Calm,C, S 5-10,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 14,Medium,0.9,12.5,  Calm,C, S 5-10,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 15,Medium,0.9,12.5,  Calm,C, S 5-10,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 16,Medium,0.9,12.5,  Calm,C, S 5-10,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 17,Medium,0.9,12.5,  Calm,C, S 5-10,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 3 - 18,Medium,0.9,12.5,  Calm,C, S 5-10,IW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 1,Medium,0.9,12.5,  NW 10-20,LR, NW 10-15,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 2,Medium,0.9,12.5,  NW 10-20,LR, NW 10-15,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 3,Medium,0.9,12.5,  NW 10-20,LR, NW 10-15,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 4,Medium,0.9,12.5,  NW 10-20,RL, NW 10-15,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 5,Medium,0.9,12.5,  NW 10-20,RL, NW 10-15,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 6,Medium,0.9,12.5,  NW 10-20,DW, NW 10-15,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 7,Medium,0.9,12.5,  NW 10-20,DW, NW 10-15,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 8,Medium,0.9,12.5,  NW 10-20,DW, NW 10-15,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 9,Medium,0.9,12.5,  NW 10-20,RL, NW 10-15,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 10,Medium,0.9,12.5,  NW 10-20,IW, NW 10-15,IW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 11,Medium,0.9,12.5,  NW 10-20,IW, NW 10-15,IW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 12,Medium,0.9,12.5,  NW 10-20,LR, NW 10-15,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 13,Medium,0.9,12.5,  NW 10-20,RL, NW 10-15,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 14,Medium,0.9,12.5,  NW 10-20,LR, NW 10-15,LR,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 15,Medium,0.9,12.5,  NW 10-20,DW, NW 10-15,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 16,Medium,0.9,12.5,  NW 10-20,DW, NW 10-15,DW,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 17,Medium,0.9,12.5,  NW 10-20,RL, NW 10-15,RL,Tifeagle Bermudagrass
Sea Island Resort (Seaside) - 4 - 18,Medium,0.9,12.5,  NW 10-20,RL, NW 10-15,RL,Tifeagle Bermudagrass
